[Inv-Add] 19H:1M pid:  1000004  PezziDev Get  3100011 
[Inv-Add] 21H:16M pid:  1000003  Fosforocore Get  723713 

[Inv-Add] 21H:17M pid:  1000003  Fosforocore Get  727841 

[Inv-Add] 21H:19M pid:  1000003  Fosforocore Get  1088000 

[Inv-Add] 21H:19M pid:  1000003  Fosforocore Get  1088000 

[Inv-Add] 21H:19M pid:  1000003  Fosforocore Get  1088000 

[Inv-Add] 21H:24M pid:  1000005  maxi Get  181425 

[Inv-Add] 21H:24M pid:  1000005  maxi Get  3100011 

[Inv-Add] 21H:40M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:40M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:40M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:40M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:40M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:40M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:40M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:40M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:40M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:40M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:40M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:40M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:40M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:40M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:40M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:40M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:40M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:40M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:40M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:40M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:40M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:40M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:40M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:40M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:40M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:40M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:40M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:40M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:40M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:40M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:40M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:40M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:40M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:40M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:40M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:40M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:40M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:40M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:40M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:40M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:41M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:41M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:41M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:41M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:41M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:41M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:41M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:41M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:41M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:41M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:41M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:41M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:41M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:41M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:41M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:41M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:41M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:41M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:41M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:41M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:41M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:41M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:41M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:41M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:41M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:41M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:41M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:41M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:41M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:41M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:41M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:41M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:41M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:41M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:41M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:41M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:41M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:41M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:41M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:41M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:41M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:41M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:41M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:41M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:41M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:41M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:41M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:41M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:41M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:41M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:41M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:41M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:41M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:41M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:41M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:41M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:41M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:41M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:41M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:41M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:41M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:41M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:41M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:41M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:41M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:41M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:41M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:41M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:41M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:41M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:41M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:41M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:41M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:41M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:41M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:41M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:41M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:41M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:41M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:41M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:41M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:41M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:41M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:42M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:42M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:42M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:42M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:42M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:42M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:42M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:42M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:42M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:42M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:42M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:42M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:42M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:42M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:42M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:42M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:42M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:42M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:42M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:42M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:42M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:42M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:42M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:42M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:42M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:42M pid:  1000003  Fosforocore Get  1088000 

[Inv-Add] 21H:42M pid:  1000003  Fosforocore Get  1088000 

[Inv-Add] 21H:42M pid:  1000003  Fosforocore Get  1088000 

[Inv-Add] 21H:42M pid:  1000003  Fosforocore Get  1088000 

[Inv-Add] 21H:42M pid:  1000003  Fosforocore Get  1088000 

[Inv-Add] 21H:42M pid:  1000003  Fosforocore Get  1088000 

[Inv-Add] 21H:42M pid:  1000003  Fosforocore Get  1088000 

[Inv-Add] 21H:42M pid:  1000003  Fosforocore Get  1088000 

[Inv-Add] 21H:42M pid:  1000003  Fosforocore Get  1088000 

[Inv-Add] 21H:42M pid:  1000003  Fosforocore Get  1088000 

[Inv-Add] 21H:42M pid:  1000003  Fosforocore Get  1088000 

[Inv-Add] 21H:42M pid:  1000003  Fosforocore Get  1088000 

[Inv-Add] 21H:42M pid:  1000003  Fosforocore Get  1088000 

[Inv-Add] 21H:44M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:44M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:44M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:44M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:44M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:44M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:44M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:44M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:44M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:44M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:44M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:44M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:44M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:44M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:44M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:44M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:44M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:44M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:44M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:44M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:44M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:44M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:44M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:44M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:44M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:44M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:44M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:44M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:44M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:44M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:44M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:44M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:45M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:45M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:45M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:45M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:45M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:45M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:45M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:45M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:45M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:45M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:45M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:45M pid:  1000003  Fosforocore Get  1088001 

[Inv-Add] 21H:45M pid:  1000003  Fosforocore Get  1088001 

